variables,units,values,description
af_3d.cl,,"[[[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  ...

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.00281949]
   [ 0.00281949]
   [ 0.00281949]
   ...
   [ 0.00281949]
   [ 0.00281949]
   [ 0.00281949]]

  [[ 0.00563899]
   [ 0.00563899]
   [ 0.00563899]
   ...
   [ 0.00563899]
   [ 0.00563899]
   [ 0.00563899]]

  ...

  [[-0.00563899]
   [-0.00563899]
   [-0.00563899]
   ...
   [-0.00563899]
   [-0.00563899]
   [-0.00563899]]

  [[-0.00281949]
   [-0.00281949]
   [-0.00281949]
   ...
   [-0.00281949]
   [-0.00281949]
   [-0.00281949]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.02693634]
   [ 0.02693634]
   [ 0.02693634]
   ...
   [ 0.02693634]
   [ 0.02693634]
   [ 0.02693634]]

  [[ 0.05387268]
   [ 0.05387268]
   [ 0.05387268]
   ...
   [ 0.05387268]
   [ 0.05387268]
   [ 0.05387268]]

  ...

  [[-0.05387268]
   [-0.05387268]
   [-0.05387268]
   ...
   [-0.05387268]
   [-0.05387268]
   [-0.05387268]]

  [[-0.02693634]
   [-0.02693634]
   [-0.02693634]
   ...
   [-0.02693634]
   [-0.02693634]
   [-0.02693634]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 ...


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.11038105]
   [ 0.11038105]
   [ 0.11038105]
   ...
   [ 0.11038105]
   [ 0.11038105]
   [ 0.11038105]]

  [[ 0.2207621 ]
   [ 0.2207621 ]
   [ 0.2207621 ]
   ...
   [ 0.2207621 ]
   [ 0.2207621 ]
   [ 0.2207621 ]]

  ...

  [[-0.2207621 ]
   [-0.2207621 ]
   [-0.2207621 ]
   ...
   [-0.2207621 ]
   [-0.2207621 ]
   [-0.2207621 ]]

  [[-0.11038105]
   [-0.11038105]
   [-0.11038105]
   ...
   [-0.11038105]
   [-0.11038105]
   [-0.11038105]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.10838182]
   [ 0.10838182]
   [ 0.10838182]
   ...
   [ 0.10838182]
   [ 0.10838182]
   [ 0.10838182]]

  [[ 0.21676364]
   [ 0.21676364]
   [ 0.21676364]
   ...
   [ 0.21676364]
   [ 0.21676364]
   [ 0.21676364]]

  ...

  [[-0.21676364]
   [-0.21676364]
   [-0.21676364]
   ...
   [-0.21676364]
   [-0.21676364]
   [-0.21676364]]

  [[-0.10838182]
   [-0.10838182]
   [-0.10838182]
   ...
   [-0.10838182]
   [-0.10838182]
   [-0.10838182]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.10679329]
   [ 0.10679329]
   [ 0.10679329]
   ...
   [ 0.10679329]
   [ 0.10679329]
   [ 0.10679329]]

  [[ 0.21358659]
   [ 0.21358659]
   [ 0.21358659]
   ...
   [ 0.21358659]
   [ 0.21358659]
   [ 0.21358659]]

  ...

  [[-0.21358659]
   [-0.21358659]
   [-0.21358659]
   ...
   [-0.21358659]
   [-0.21358659]
   [-0.21358659]]

  [[-0.10679329]
   [-0.10679329]
   [-0.10679329]
   ...
   [-0.10679329]
   [-0.10679329]
   [-0.10679329]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   ...
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]]","4D array with the lift coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.cd,,"[[[[0.5       ]
   [0.5       ]
   [0.5       ]
   ...
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   ...
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   ...
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  ...

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   ...
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   ...
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   ...
   [0.5       ]
   [0.5       ]
   [0.5       ]]]


 [[[0.48317224]
   [0.48317224]
   [0.48317224]
   ...
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   ...
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   ...
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  ...

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   ...
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   ...
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   ...
   [0.48317224]
   [0.48317224]
   [0.48317224]]]


 [[[0.34328947]
   [0.34328947]
   [0.34328947]
   ...
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   ...
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   ...
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  ...

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   ...
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   ...
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   ...
   [0.34328947]
   [0.34328947]
   [0.34328947]]]


 ...


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   ...
   [0.001     ]
   [0.001     ]
   [0.001     ]]]]","4D array with the drag coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.cm,,"[[[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[-1.38777878e-17]
   [-1.38777878e-17]
   [-1.38777878e-17]
   ...
   [-1.38777878e-17]
   [-1.38777878e-17]
   [-1.38777878e-17]]

  [[-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]
   ...
   [-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]]

  ...

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 3.93915742e-03]
   [ 3.93915742e-03]
   [ 3.93915742e-03]
   ...
   [ 3.93915742e-03]
   [ 3.93915742e-03]
   [ 3.93915742e-03]]

  [[ 7.87831483e-03]
   [ 7.87831483e-03]
   [ 7.87831483e-03]
   ...
   [ 7.87831483e-03]
   [ 7.87831483e-03]
   [ 7.87831483e-03]]

  ...

  [[-9.72776597e-03]
   [-9.72776597e-03]
   [-9.72776597e-03]
   ...
   [-9.72776597e-03]
   [-9.72776597e-03]
   [-9.72776597e-03]]

  [[-4.86388299e-03]
   [-4.86388299e-03]
   [-4.86388299e-03]
   ...
   [-4.86388299e-03]
   [-4.86388299e-03]
   [-4.86388299e-03]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 3.66821948e-02]
   [ 3.66821948e-02]
   [ 3.66821948e-02]
   ...
   [ 3.66821948e-02]
   [ 3.66821948e-02]
   [ 3.66821948e-02]]

  [[ 7.33643896e-02]
   [ 7.33643896e-02]
   [ 7.33643896e-02]
   ...
   [ 7.33643896e-02]
   [ 7.33643896e-02]
   [ 7.33643896e-02]]

  ...

  [[-9.05876209e-02]
   [-9.05876209e-02]
   [-9.05876209e-02]
   ...
   [-9.05876209e-02]
   [-9.05876209e-02]
   [-9.05876209e-02]]

  [[-4.52938105e-02]
   [-4.52938105e-02]
   [-4.52938105e-02]
   ...
   [-4.52938105e-02]
   [-4.52938105e-02]
   [-4.52938105e-02]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 ...


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.16041277e-01]
   [ 1.16041277e-01]
   [ 1.16041277e-01]
   ...
   [ 1.16041277e-01]
   [ 1.16041277e-01]
   [ 1.16041277e-01]]

  [[ 2.32082554e-01]
   [ 2.32082554e-01]
   [ 2.32082554e-01]
   ...
   [ 2.32082554e-01]
   [ 2.32082554e-01]
   [ 2.32082554e-01]]

  ...

  [[-2.87584419e-01]
   [-2.87584419e-01]
   [-2.87584419e-01]
   ...
   [-2.87584419e-01]
   [-2.87584419e-01]
   [-2.87584419e-01]]

  [[-1.43792209e-01]
   [-1.43792209e-01]
   [-1.43792209e-01]
   ...
   [-1.43792209e-01]
   [-1.43792209e-01]
   [-1.43792209e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.16740867e-01]
   [ 1.16740867e-01]
   [ 1.16740867e-01]
   ...
   [ 1.16740867e-01]
   [ 1.16740867e-01]
   [ 1.16740867e-01]]

  [[ 2.33481734e-01]
   [ 2.33481734e-01]
   [ 2.33481734e-01]
   ...
   [ 2.33481734e-01]
   [ 2.33481734e-01]
   [ 2.33481734e-01]]

  ...

  [[-2.89757516e-01]
   [-2.89757516e-01]
   [-2.89757516e-01]
   ...
   [-2.89757516e-01]
   [-2.89757516e-01]
   [-2.89757516e-01]]

  [[-1.44878758e-01]
   [-1.44878758e-01]
   [-1.44878758e-01]
   ...
   [-1.44878758e-01]
   [-1.44878758e-01]
   [-1.44878758e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.17590065e-01]
   [ 1.17590065e-01]
   [ 1.17590065e-01]
   ...
   [ 1.17590065e-01]
   [ 1.17590065e-01]
   [ 1.17590065e-01]]

  [[ 2.35180129e-01]
   [ 2.35180129e-01]
   [ 2.35180129e-01]
   ...
   [ 2.35180129e-01]
   [ 2.35180129e-01]
   [ 2.35180129e-01]]

  ...

  [[-2.92317122e-01]
   [-2.92317122e-01]
   [-2.92317122e-01]
   ...
   [-2.92317122e-01]
   [-2.92317122e-01]
   [-2.92317122e-01]]

  [[-1.46158561e-01]
   [-1.46158561e-01]
   [-1.46158561e-01]
   ...
   [-1.46158561e-01]
   [-1.46158561e-01]
   [-1.46158561e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   ...
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]]","4D array with the moment coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.rated_TSR,,[10.5],Constant tip speed ratio in region II.
af_3d.r_blade,m,"[  3.           6.4055069    9.8110138   13.2165207   16.6220276
  20.0275345   23.4330414   26.8385483   30.2440552   33.6495621
  37.055069    40.4605759   43.8660828   47.27158971  50.67709661
  54.08260351  57.48811041  60.89361731  64.29912421  67.70463111
  71.11013801  74.51564491  77.92115181  81.32665871  84.73216561
  88.13767251  91.54317941  94.94868631  98.35419321 101.75970011]",1D array of the dimensional spanwise grid defined along the rotor (hub radius to blade tip projected on the plane)
af_3d.rotor_radius,m,[101.75970011],"Scalar of the rotor radius, defined ignoring prebend and sweep curvatures, and cone and uptilt angles."
af_3d.r_thick_interp,,"[1.         0.9904762  0.90583552 0.76920637 0.62433185 0.51495506
 0.45652477 0.40898037 0.37373472 0.35299758 0.33854388 0.32716954
 0.31781339 0.30941425 0.30091105 0.29250549 0.28490061 0.27785301
 0.27111927 0.26445597 0.25761968 0.250367   0.2424545  0.23345852
 0.22353126 0.21373557 0.20477992 0.19617537 0.18790426 0.18      ]",1D array of the relative thicknesses of the blade defined along span.
af_3d.chord,m,"[4.5        4.69004549 4.84092705 4.9571636  5.04327404 5.10377729
 5.14319228 5.1660379  5.17683309 5.18009675 5.17532795 5.10454555
 4.96080816 4.7579433  4.50977853 4.23014138 3.93285939 3.63176011
 3.34067107 3.07341982 2.83317381 2.59273039 2.34971617 2.10416739
 1.85612028 1.60561108 1.35267604 1.09735138 0.83967334 0.57967817]",1D array of the chord values defined along blade span.
tower_grid.ref_axis,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
rotorse.ccblade.Uhub,m/s,[9.],Undisturbed wind speed
rotorse.tsr,,[10.5],Tip speed ratio
rotorse.pitch,deg,[0.],Pitch angle
rotorse.r,m,"[  3.           6.4055069    9.8110138   13.2165207   16.6220276
  20.0275345   23.4330414   26.8385483   30.2440552   33.6495621
  37.055069    40.4605759   43.8660828   47.27158971  50.67709661
  54.08260351  57.48811041  60.89361731  64.29912421  67.70463111
  71.11013801  74.51564491  77.92115181  81.32665871  84.73216561
  88.13767251  91.54317941  94.94868631  98.35419321 101.75970011]",radial locations where blade is defined (should be increasing and not go all the way to hub or tip)
rotorse.ccblade.s_opt_chord,,[0.         0.33333333 0.66666667 1.        ],1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade chord
rotorse.ccblade.s_opt_theta,,[0.         0.33333333 0.66666667 1.        ],1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade twist
rotorse.chord,m,"[4.5        4.69004549 4.84092705 4.9571636  5.04327404 5.10377729
 5.14319228 5.1660379  5.17683309 5.18009675 5.17532795 5.10454555
 4.96080816 4.7579433  4.50977853 4.23014138 3.93285939 3.63176011
 3.34067107 3.07341982 2.83317381 2.59273039 2.34971617 2.10416739
 1.85612028 1.60561108 1.35267604 1.09735138 0.83967334 0.57967817]",chord length at each section
rotorse.ccblade.theta_in,rad,"[0.3491     0.31105948 0.2741952  0.23903777 0.20611779 0.17596588
 0.14911265 0.12608869 0.10742463 0.09365107 0.0850443  0.07861348
 0.07319896 0.0686045  0.06463386 0.06109082 0.05777912 0.05450255
 0.05106487 0.04726983 0.04307129 0.03885162 0.03464479 0.03045085
 0.02626985 0.02210187 0.01794696 0.01380518 0.0096766  0.00556127]",twist angle at each section (positive decreases angle of attack)
rotorse.ccblade.aoa_op,rad,"[3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265]",1D array with the operational angles of attack for the airfoils along blade span.
rotorse.airfoils_aoa,deg,"[-180.         -177.         -174.         -171.         -168.
 -165.         -162.         -159.         -156.         -153.
 -150.         -147.         -144.         -141.         -138.
 -135.         -132.         -129.         -126.         -123.
 -120.         -117.         -114.         -111.         -108.
 -105.         -102.          -99.          -96.          -93.
  -90.          -87.          -84.          -81.          -78.
  -75.          -72.          -69.          -66.          -63.
  -60.          -57.          -54.          -51.          -48.
  -45.          -42.          -39.          -36.          -33.
  -30.          -29.39393939  -28.78787879  -28.18181818  -27.57575758
  -26.96969697  -26.36363636  -25.75757576  -25.15151515  -24.54545455
  -23.93939394  -23.33333333  -22.72727273  -22.12121212  -21.51515152
  -20.90909091  -20.3030303   -19.6969697   -19.09090909  -18.48484848
  -17.87878788  -17.27272727  -16.66666667  -16.06060606  -15.45454545
  -14.84848485  -14.24242424  -13.63636364  -13.03030303  -12.42424242
  -11.81818182  -11.21212121  -10.60606061  -10.           -9.39393939
   -8.78787879   -8.18181818   -7.57575758   -6.96969697   -6.36363636
   -5.75757576   -5.15151515   -4.54545455   -3.93939394   -3.33333333
   -2.72727273   -2.12121212   -1.51515152   -0.90909091   -0.3030303
    0.3030303     0.90909091    1.51515152    2.12121212    2.72727273
    3.33333333    3.93939394    4.54545455    5.15151515    5.75757576
    6.36363636    6.96969697    7.57575758    8.18181818    8.78787879
    9.39393939   10.           10.60606061   11.21212121   11.81818182
   12.42424242   13.03030303   13.63636364   14.24242424   14.84848485
   15.45454545   16.06060606   16.66666667   17.27272727   17.87878788
   18.48484848   19.09090909   19.6969697    20.3030303    20.90909091
   21.51515152   22.12121212   22.72727273   23.33333333   23.93939394
   24.54545455   25.15151515   25.75757576   26.36363636   26.96969697
   27.57575758   28.18181818   28.78787879   29.39393939   30.
   33.           36.           39.           42.           45.
   48.           51.           54.           57.           60.
   63.           66.           69.           72.           75.
   78.           81.           84.           87.           90.
   93.           96.           99.          102.          105.
  108.          111.          114.          117.          120.
  123.          126.          129.          132.          135.
  138.          141.          144.          147.          150.
  153.          156.          159.          162.          165.
  168.          171.          174.          177.          180.        ]",angle of attack grid for polars
